wall_time,ros_time_sec,elapsed_sec,has_ready,driver_ready,ready_age_sec,has_state,state_age_sec,state_size,has_command,command_age_sec,command_size,service_mode,service_suction,service_pick,service_place,service_stack,service_payload_estimate,service_payload_state,service_arm_mission,service_nav_arm_event,action_move_joint,has_nav_state,nav_state_age_sec,nav_state_x,nav_state_y,nav_state_yaw,has_nav_task_points,nav_task_points_age_sec,nav_task_points_count,nav_task_points_min_id,nav_task_points_max_id,nav_task_points_summary,has_nav_mission_request,nav_mission_request_age_sec,nav_mission_action,nav_mission_task_index,nav_mission_point_id,nav_mission_x,nav_mission_y,has_nav_mission_response,nav_mission_response_age_sec,nav_mission_response_success,nav_mission_response_message,has_nav_arm_event_request,nav_arm_event_request_age_sec,nav_arm_event_request_message,has_nav_arm_event_response,nav_arm_event_response_age_sec,nav_arm_event_response_success,nav_arm_event_response_message,state_valid_0,state_q_rad_0,state_q_deg_0,state_dq_0,state_tau_est_0,state_valid_1,state_q_rad_1,state_q_deg_1,state_dq_1,state_tau_est_1,state_valid_2,state_q_rad_2,state_q_deg_2,state_dq_2,state_tau_est_2,state_valid_3,state_q_rad_3,state_q_deg_3,state_dq_3,state_tau_est_3,state_valid_4,state_q_rad_4,state_q_deg_4,state_dq_4,state_tau_est_4,cmd_q_rad_0,cmd_q_deg_0,cmd_dq_0,cmd_tau_0,cmd_kp_0,cmd_kd_0,cmd_q_rad_1,cmd_q_deg_1,cmd_dq_1,cmd_tau_1,cmd_kp_1,cmd_kd_1,cmd_q_rad_2,cmd_q_deg_2,cmd_dq_2,cmd_tau_2,cmd_kp_2,cmd_kd_2,cmd_q_rad_3,cmd_q_deg_3,cmd_dq_3,cmd_tau_3,cmd_kp_3,cmd_kd_3,cmd_q_rad_4,cmd_q_deg_4,cmd_dq_4,cmd_tau_4,cmd_kp_4,cmd_kd_4
2026-07-07 01:53:01.075,1783360381.075074196,1.018083554,1,1,0.999391671,1,0.009249557,5,1,0.006203537,5,1,0,0,0,0,1,1,0,1,1,1,0.013252683,0.046494773,-0.111779134,1.554510510,1,0.998583337,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.132181168,-7.573423035,0.007326126,-0.026862144,1,3.244541407,185.898529055,-0.002442360,-2.741880417,1,-2.884908676,-165.293091424,-0.002442360,2.564102173,1,-0.163844109,-9.387575920,-0.007326126,0.417582512,1,0.170078278,9.744767493,0.012210846,-0.003663063,-0.132181168,-7.573423035,0.000000000,-0.000000000,8.000000000,2.500000000,3.284978151,188.215383863,0.000000000,-2.800536871,2.000000000,0.500000000,-2.920386314,-167.325810362,0.000000000,2.608302832,1.000000000,0.500000000,-0.166132927,-9.518715552,0.000000000,0.423779547,0.500000000,0.200000003,0.170078278,9.744767493,0.000000000,0.000002427,0.000000000,0.100000001
2026-07-07 01:53:02.074,1783360382.074776173,2.017785272,1,1,1.999093389,1,0.009603607,5,1,0.006233762,5,1,0,0,0,0,1,1,1,1,1,1,0.013567907,0.056793563,-0.106515325,1.555310381,1,1.998285055,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.132181168,-7.573423035,-0.007326126,-0.017093658,1,3.244541407,185.898529055,-0.007326126,-2.741880417,1,-2.884908676,-165.293091424,-0.002442360,2.564102173,1,-0.163844109,-9.387575920,-0.021978378,0.417582512,1,0.170078278,9.744767493,-0.012210846,-0.003663063,-0.132181168,-7.573423035,0.000000000,-0.000000000,8.000000000,2.500000000,3.284978151,188.215383863,0.000000000,-2.800536871,2.000000000,0.500000000,-2.920386314,-167.325810362,0.000000000,2.608302832,1.000000000,0.500000000,-0.166132927,-9.518715552,0.000000000,0.423779547,0.500000000,0.200000003,0.170078278,9.744767493,0.000000000,0.000002427,0.000000000,0.100000001
2026-07-07 01:53:03.074,1783360383.074503899,3.017513287,1,1,2.998821404,1,0.009435745,5,1,0.006178367,5,1,0,0,0,0,1,1,1,1,1,1,0.013469511,0.053258024,-0.115868140,1.554315475,1,2.998013070,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.132181168,-7.573423035,0.007326126,-0.021978378,1,3.244541407,185.898529055,-0.007326126,-2.741880417,1,-2.884908676,-165.293091424,-0.002442360,2.564102173,1,-0.163844109,-9.387575920,-0.007326126,0.417582512,1,0.170078278,9.744767493,-0.012210846,-0.003663063,-0.132181168,-7.573423035,0.000000000,-0.000000000,8.000000000,2.500000000,3.284978151,188.215383863,0.000000000,-2.800536871,2.000000000,0.500000000,-2.920386314,-167.325810362,0.000000000,2.608302832,1.000000000,0.500000000,-0.166132927,-9.518715552,0.000000000,0.423779547,0.500000000,0.200000003,0.170078278,9.744767493,0.000000000,0.000002427,0.000000000,0.100000001
2026-07-07 01:53:04.074,1783360384.074245930,4.017255289,1,1,3.998563406,1,0.009440452,5,1,0.006112098,5,1,0,0,0,0,1,1,1,1,1,1,0.013369383,0.047693771,-0.105695772,1.551422474,1,3.997755072,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.132181168,-7.573423035,-0.007326126,-0.026862144,1,3.244159937,185.876672450,-0.007326126,-2.741880417,1,-2.884908676,-165.293091424,0.002442360,2.564102173,1,-0.163844109,-9.387575920,-0.021978378,0.417582512,1,0.170078278,9.744767493,-0.012210846,-0.003663063,-0.132181168,-7.573423035,0.000000000,-0.000000000,8.000000000,2.500000000,3.284978151,188.215383863,0.000000000,-2.800536871,2.000000000,0.500000000,-2.920386314,-167.325810362,0.000000000,2.608302832,1.000000000,0.500000000,-0.166132927,-9.518715552,0.000000000,0.423779547,0.500000000,0.200000003,0.170078278,9.744767493,0.000000000,0.000002427,0.000000000,0.100000001
2026-07-07 01:53:05.074,1783360385.073977947,5.016987108,1,1,4.998295225,1,0.009443707,5,1,0.006089476,5,1,0,0,0,0,1,1,1,1,1,1,0.013627792,0.059569315,-0.117604922,1.555660687,1,4.997486891,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.132181168,-7.573423035,0.007326126,-0.026862144,1,3.244541407,185.898529055,-0.002442360,-2.741880417,1,-2.884908676,-165.293091424,-0.002442360,2.564102173,1,-0.163462639,-9.365719314,-0.007326126,0.417582512,1,0.170078278,9.744767493,0.012210846,-0.003663063,-0.132181168,-7.573423035,0.000000000,-0.000000000,8.000000000,2.500000000,3.284978151,188.215383863,0.000000000,-2.800536871,2.000000000,0.500000000,-2.920386314,-167.325810362,0.000000000,2.608302832,1.000000000,0.500000000,-0.166132927,-9.518715552,0.000000000,0.423779547,0.500000000,0.200000003,0.170078278,9.744767493,0.000000000,0.000002427,0.000000000,0.100000001
2026-07-07 01:53:06.073,1783360386.073720217,6.016729637,1,1,5.998037754,1,0.009512059,5,1,0.006183048,5,1,0,0,0,0,1,1,1,1,1,1,0.013509853,0.045936732,-0.113234351,1.554353648,1,5.997229420,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.132181168,-7.573423035,0.007326126,-0.026862144,1,3.244159937,185.876672450,-0.002442360,-2.741880417,1,-2.884908676,-165.293091424,-0.007326126,2.564102173,1,-0.163462639,-9.365719314,0.007326126,0.417582512,1,0.170078278,9.744767493,0.012210846,-0.003663063,-0.132181168,-7.573423035,0.000000000,-0.000000000,8.000000000,2.500000000,3.284978151,188.215383863,0.000000000,-2.800536871,2.000000000,0.500000000,-2.920386314,-167.325810362,0.000000000,2.608302832,1.000000000,0.500000000,-0.166132927,-9.518715552,0.000000000,0.423779547,0.500000000,0.200000003,0.170078278,9.744767493,0.000000000,0.000002427,0.000000000,0.100000001
2026-07-07 01:53:07.073,1783360387.073452234,7.016461561,1,1,6.997769678,1,0.009349598,5,1,0.005726989,5,1,0,0,0,0,1,1,1,1,1,1,0.013569679,0.051351502,-0.110883694,1.554153447,1,6.996961344,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.132181168,-7.573423035,-0.007326126,-0.026862144,1,3.244159937,185.876672450,-0.002442360,-2.741880417,1,-2.884908676,-165.293091424,-0.002442360,2.564102173,1,-0.163844109,-9.387575920,-0.021978378,0.412698746,1,0.170078278,9.744767493,-0.012210846,-0.003663063,-0.132181168,-7.573423035,0.000000000,-0.000000000,8.000000000,2.500000000,3.284978151,188.215383863,0.000000000,-2.800536871,2.000000000,0.500000000,-2.920386314,-167.325810362,0.000000000,2.608302832,1.000000000,0.500000000,-0.166132927,-9.518715552,0.000000000,0.423779547,0.500000000,0.200000003,0.170078278,9.744767493,0.000000000,0.000002427,0.000000000,0.100000001
2026-07-07 01:53:08.073,1783360388.073183775,8.016193037,1,1,7.997501154,1,0.009556180,5,1,0.006217346,5,1,0,0,0,0,1,1,1,1,1,1,0.013498953,0.048387240,-0.113761919,1.554615456,1,7.996692820,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.132181168,-7.573423035,0.007326126,-0.021978378,1,3.244159937,185.876672450,-0.002442360,-2.741880417,1,-2.884908676,-165.293091424,-0.002442360,2.564102173,1,-0.163844109,-9.387575920,-0.007326126,0.417582512,1,0.170078278,9.744767493,-0.012210846,-0.003663063,-0.132181168,-7.573423035,0.000000000,-0.000000000,8.000000000,2.500000000,3.284978151,188.215383863,0.000000000,-2.800536871,2.000000000,0.500000000,-2.920386314,-167.325810362,0.000000000,2.608302832,1.000000000,0.500000000,-0.166132927,-9.518715552,0.000000000,0.423779547,0.500000000,0.200000003,0.170078278,9.744767493,0.000000000,0.000002427,0.000000000,0.100000001
2026-07-07 01:53:09.073,1783360389.072952509,9.015961829,1,1,8.997269946,1,0.009368216,5,1,0.006234494,5,1,0,0,0,0,1,1,1,1,1,1,0.013586756,0.055040298,-0.108068142,1.554389216,1,8.996461612,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.132181168,-7.573423035,-0.007326126,-0.026862144,1,3.244159937,185.876672450,-0.002442360,-2.728204727,1,-2.884908676,-165.293091424,-0.002442360,2.564102173,1,-0.163844109,-9.387575920,-0.021978378,0.417582512,1,0.170078278,9.744767493,-0.012210846,-0.003663063,-0.132181168,-7.573423035,0.000000000,-0.000000000,8.000000000,2.500000000,3.284978151,188.215383863,0.000000000,-2.800536871,2.000000000,0.500000000,-2.920386314,-167.325810362,0.000000000,2.608302832,1.000000000,0.500000000,-0.166132927,-9.518715552,0.000000000,0.423779547,0.500000000,0.200000003,0.170078278,9.744767493,0.000000000,0.000002427,0.000000000,0.100000001
2026-07-07 01:53:10.072,1783360390.072721481,10.015730733,1,1,9.997038850,1,0.009431048,5,1,0.006295560,5,1,0,0,0,0,1,1,1,1,1,1,0.013493513,0.057270698,-0.110865171,1.555184438,1,9.996230516,12,1,12,1:-1.251:2.428|2:-0.428:2.425|3:0.392:2.424|4:1.223:2.419|5:1.228:1.589|6:0.405:1.588|7:-0.440:1.588|8:-1.261:1.589|9:-1.185:4.911|10:-0.390:4.902|11:0.375:4.903|12:1.182:4.901,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,-0.132181168,-7.573423035,0.007326126,-0.021978378,1,3.244159937,185.876672450,0.002442360,-2.741880417,1,-2.884908676,-165.293091424,-0.002442360,2.564102173,1,-0.163844109,-9.387575920,-0.007326126,0.417582512,1,0.170078278,9.744767493,0.012210846,-0.003663063,-0.132181168,-7.573423035,0.000000000,-0.000000000,8.000000000,2.500000000,3.284978151,188.215383863,0.000000000,-2.800536871,2.000000000,0.500000000,-2.920386314,-167.325810362,0.000000000,2.608302832,1.000000000,0.500000000,-0.166132927,-9.518715552,0.000000000,0.423779547,0.500000000,0.200000003,0.170078278,9.744767493,0.000000000,0.000002427,0.000000000,0.100000001
