wall_time,event_receive_ros_time_sec,source_ros_time_sec,elapsed_sec,kind,name,phase,duration_sec,source_node,detail,raw
2026-07-07 01:46:31.461,1783359991.461332560,1783359991.461086512,66.725772979,mission,execute_command,begin,-1.000000000,task_manager_node,"action=pickup,task_index=8,point_id=4","source_ros_time=1783359991.461086512|source_node=task_manager_node|kind=mission|name=execute_command|phase=begin|detail=action=pickup,task_index=8,point_id=4"
2026-07-07 01:46:31.461,1783359991.461565971,1783359991.461238623,66.726006542,mission,pickup_sequence,begin,-1.000000000,task_manager_node,"task_index=8,point_id=4","source_ros_time=1783359991.461238623|source_node=task_manager_node|kind=mission|name=pickup_sequence|phase=begin|detail=task_index=8,point_id=4"
2026-07-07 01:46:31.461,1783359991.461701393,1783359991.461300135,66.726141914,action,nav_lookout_align,begin,-1.000000000,task_manager_node,"context=Pickup,task_index=8,point_id=4","source_ros_time=1783359991.461300135|source_node=task_manager_node|kind=action|name=nav_lookout_align|phase=begin|detail=context=Pickup,task_index=8,point_id=4"
2026-07-07 01:46:31.461,1783359991.461802244,1783359991.461392879,66.726242782,action,look_out,begin,-1.000000000,task_manager_node,"target_x=0.0773966,target_y=-0.505552","source_ros_time=1783359991.461392879|source_node=task_manager_node|kind=action|name=look_out|phase=begin|detail=target_x=0.0773966,target_y=-0.505552"
2026-07-07 01:46:31.461,1783359991.461905956,1783359991.461430788,66.726346499,service,set_controller_mode,begin,-1.000000000,task_manager_node,mode=moving,source_ros_time=1783359991.461430788|source_node=task_manager_node|kind=service|name=set_controller_mode|phase=begin|detail=mode=moving
2026-07-07 01:46:31.462,1783359991.462877512,1783359991.462691784,66.727318083,service,set_controller_mode,end,0.001260996,task_manager_node,"mode=moving,ok=1","source_ros_time=1783359991.462691784|source_node=task_manager_node|kind=service|name=set_controller_mode|phase=end|detail=mode=moving,ok=1"
2026-07-07 01:46:31.463,1783359991.463141918,1783359991.462870359,66.727582541,motion,move_joint,begin,-1.000000000,task_manager_node,"seq=1,points=1,max_v=1,max_a=2,blend_radius=0.1","source_ros_time=1783359991.462870359|source_node=task_manager_node|kind=motion|name=move_joint|phase=begin|detail=seq=1,points=1,max_v=1,max_a=2,blend_radius=0.1"
2026-07-07 01:46:33.766,1783359993.766516924,1783359993.766412735,69.030957580,motion,move_joint,end,2.303542376,task_manager_node,"seq=1,ok=1,message=success","source_ros_time=1783359993.766412735|source_node=task_manager_node|kind=motion|name=move_joint|phase=end|detail=seq=1,ok=1,message=success"
2026-07-07 01:46:33.766,1783359993.766637087,1783359993.766468763,69.031077772,action,look_out,end,2.305075884,task_manager_node,"target_x=0.0773966,target_y=-0.505552,yaw=-1.41888,ok=1","source_ros_time=1783359993.766468763|source_node=task_manager_node|kind=action|name=look_out|phase=end|detail=target_x=0.0773966,target_y=-0.505552,yaw=-1.41888,ok=1"
2026-07-07 01:46:33.766,1783359993.766718864,1783359993.766487122,69.031159563,state,task_state,instant,-1.000000000,task_manager_node,"from=IDLE,to=LOOKOUT,reason=Pickup_lookout_align","source_ros_time=1783359993.766487122|source_node=task_manager_node|kind=state|name=task_state|phase=instant|detail=from=IDLE,to=LOOKOUT,reason=Pickup_lookout_align"
