wall_time,ros_time_sec,elapsed_sec,has_ready,driver_ready,ready_age_sec,has_state,state_age_sec,state_size,has_command,command_age_sec,command_size,service_mode,service_suction,service_pick,service_place,service_stack,service_payload_estimate,service_payload_state,service_arm_mission,service_nav_arm_event,action_move_joint,has_nav_state,nav_state_age_sec,nav_state_x,nav_state_y,nav_state_yaw,has_nav_task_points,nav_task_points_age_sec,nav_task_points_count,nav_task_points_min_id,nav_task_points_max_id,nav_task_points_summary,has_nav_mission_request,nav_mission_request_age_sec,nav_mission_action,nav_mission_task_index,nav_mission_point_id,nav_mission_x,nav_mission_y,has_nav_mission_response,nav_mission_response_age_sec,nav_mission_response_success,nav_mission_response_message,has_nav_arm_event_request,nav_arm_event_request_age_sec,nav_arm_event_request_message,has_nav_arm_event_response,nav_arm_event_response_age_sec,nav_arm_event_response_success,nav_arm_event_response_message,state_valid_0,state_q_rad_0,state_q_deg_0,state_dq_0,state_tau_est_0,state_valid_1,state_q_rad_1,state_q_deg_1,state_dq_1,state_tau_est_1,state_valid_2,state_q_rad_2,state_q_deg_2,state_dq_2,state_tau_est_2,state_valid_3,state_q_rad_3,state_q_deg_3,state_dq_3,state_tau_est_3,state_valid_4,state_q_rad_4,state_q_deg_4,state_dq_4,state_tau_est_4,cmd_q_rad_0,cmd_q_deg_0,cmd_dq_0,cmd_tau_0,cmd_kp_0,cmd_kd_0,cmd_q_rad_1,cmd_q_deg_1,cmd_dq_1,cmd_tau_1,cmd_kp_1,cmd_kd_1,cmd_q_rad_2,cmd_q_deg_2,cmd_dq_2,cmd_tau_2,cmd_kp_2,cmd_kd_2,cmd_q_rad_3,cmd_q_deg_3,cmd_dq_3,cmd_tau_3,cmd_kp_3,cmd_kd_3,cmd_q_rad_4,cmd_q_deg_4,cmd_dq_4,cmd_tau_4,cmd_kp_4,cmd_kd_4
2026-07-06 23:43:40.920,1783352620.920527935,12.014554153,1,1,11.998991018,1,0.005914632,5,1,0.005647613,5,1,0,0,0,0,1,1,1,1,1,1,0.005814910,0.021070655,-0.081797569,1.570872667,1,11.998896053,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097848892,5.606328554,-0.007326126,-0.036629677,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.174525261,-9.999560869,-0.021978378,0.407814026,1,0.651356697,37.319989700,-0.036628723,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:41.920,1783352621.920458555,13.014484881,1,1,12.998921746,1,0.005957847,5,1,0.005751559,5,1,0,0,0,0,1,1,1,1,1,1,0.005567795,-0.006206241,-0.046088549,1.666486223,1,12.998826781,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,1,0.804129711,ready,8,4,-1.685056000,1.809350000,1,0.804096790,1,received,0,-1.000000000,,0,-1.000000000,0,,1,0.097848892,5.606328554,-0.007326126,-0.031745911,1,3.266286135,187.144410202,-0.002442360,-2.769229889,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.174525261,-9.999560869,-0.007326126,0.412698746,1,0.651356697,37.319989700,-0.036628723,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:42.920,1783352622.920383692,14.014410001,1,1,13.998846866,1,0.005976272,5,1,0.005813400,5,1,0,0,0,0,1,1,1,1,1,1,0.005663411,-0.259557606,0.127301363,2.183460497,1,13.998751901,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,1,1.804054831,ready,8,4,-1.685056000,1.809350000,1,1.804021910,1,received,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,-0.021978378,0.021978378,1,3.266286135,187.144410202,0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.171473503,-9.824708027,-0.007326126,0.407814026,1,0.651356697,37.319989700,-0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:43.920,1783352623.920371532,15.014397701,1,1,14.998834566,1,0.006399558,5,1,0.005846297,5,1,0,0,0,0,1,1,1,1,1,1,0.005590285,-0.487320862,0.198351757,2.543651245,1,14.998739601,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,1,2.804042531,ready,8,4,-1.685056000,1.809350000,1,2.804009610,1,received,0,-1.000000000,,0,-1.000000000,0,,1,0.098230362,5.628185159,-0.007326126,-0.041514397,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.171092033,-9.802851421,-0.021978378,0.412698746,1,0.651356697,37.319989700,-0.036628723,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:44.920,1783352624.920268059,16.014294228,1,1,15.998731093,1,0.003348866,5,1,0.005624899,5,1,0,0,0,0,1,1,1,1,1,1,0.005580897,-0.663103188,0.231641430,2.693400103,1,15.998636128,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,1,3.803939058,ready,8,4,-1.685056000,1.809350000,1,3.803906137,1,received,0,-1.000000000,,0,-1.000000000,0,,1,0.097085953,5.562615343,-0.021978378,-0.012209892,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.550426483,1,-0.171092033,-9.802851421,0.007326126,0.407814026,1,0.651356697,37.319989700,-0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:45.920,1783352625.920313358,17.014339487,1,1,16.998776352,1,0.006584719,5,1,0.005873881,5,1,0,0,0,0,1,1,1,1,1,1,0.005813396,-0.832338604,0.301189484,2.701649132,1,16.998681387,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,1,4.803984317,ready,8,4,-1.685056000,1.809350000,1,4.803951396,1,received,0,-1.000000000,,0,-1.000000000,0,,1,0.097085953,5.562615343,-0.007326126,-0.021978378,1,3.266286135,187.144410202,0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.550426483,1,-0.171092033,-9.802851421,-0.007326126,0.407814026,1,0.651356697,37.319989700,-0.036628723,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:46.920,1783352626.920163870,18.014190135,1,1,17.998627000,1,0.006630642,5,1,0.005863216,5,1,0,0,0,0,1,1,1,1,1,1,0.005649016,-0.978550379,0.373010216,2.677761022,1,17.998532035,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,1,5.803834965,ready,8,4,-1.685056000,1.809350000,1,5.803802044,1,received,0,-1.000000000,,0,-1.000000000,0,,1,0.097848892,5.606328554,-0.021978378,-0.061050415,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.007326126,2.564102173,1,-0.171092033,-9.802851421,-0.007326126,0.407814026,1,0.651740074,37.341955589,-0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:47.920,1783352627.920075893,19.014102142,1,1,18.998539007,1,0.006508322,5,1,0.005774552,5,1,0,0,0,0,1,1,1,1,1,1,0.005538547,-1.114668567,0.432740179,2.670128684,1,18.998444042,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,1,6.803746972,ready,8,4,-1.685056000,1.809350000,1,6.803714051,1,received,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,-0.007326126,-0.021978378,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.171092033,-9.802851421,-0.021978378,0.407814026,1,0.651356697,37.319989700,-0.036628723,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:48.920,1783352628.920011997,20.014038288,1,1,19.998475153,1,0.006437659,5,1,0.005846878,5,1,0,0,0,0,1,1,1,1,1,1,0.005609889,-1.267433373,0.486697344,2.688189051,1,19.998380188,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,1,7.803683118,ready,8,4,-1.685056000,1.809350000,1,7.803650197,1,received,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,-0.007326126,-0.007326126,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.007326126,2.564102173,1,-0.171092033,-9.802851421,-0.021978378,0.407814026,1,0.651356697,37.319989700,-0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:49.920,1783352629.919930696,21.013956891,1,1,20.998393756,1,0.006588702,5,1,0.005775845,5,1,0,0,0,0,1,1,1,1,1,1,0.005370825,-1.418933167,0.546275742,2.681921396,1,20.998298791,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,1,8.803601721,ready,8,4,-1.685056000,1.809350000,1,8.803568800,1,received,0,-1.000000000,,0,-1.000000000,0,,1,0.097085953,5.562615343,-0.007326126,-0.021978378,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.171092033,-9.802851421,-0.007326126,0.407814026,1,0.651356697,37.319989700,-0.036628723,-0.001221180,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
