wall_time,ros_time_sec,elapsed_sec,has_ready,driver_ready,ready_age_sec,has_state,state_age_sec,state_size,has_command,command_age_sec,command_size,service_mode,service_suction,service_pick,service_place,service_stack,service_payload_estimate,service_payload_state,service_arm_mission,service_nav_arm_event,action_move_joint,has_nav_state,nav_state_age_sec,nav_state_x,nav_state_y,nav_state_yaw,has_nav_task_points,nav_task_points_age_sec,nav_task_points_count,nav_task_points_min_id,nav_task_points_max_id,nav_task_points_summary,has_nav_mission_request,nav_mission_request_age_sec,nav_mission_action,nav_mission_task_index,nav_mission_point_id,nav_mission_x,nav_mission_y,has_nav_mission_response,nav_mission_response_age_sec,nav_mission_response_success,nav_mission_response_message,has_nav_arm_event_request,nav_arm_event_request_age_sec,nav_arm_event_request_message,has_nav_arm_event_response,nav_arm_event_response_age_sec,nav_arm_event_response_success,nav_arm_event_response_message,state_valid_0,state_q_rad_0,state_q_deg_0,state_dq_0,state_tau_est_0,state_valid_1,state_q_rad_1,state_q_deg_1,state_dq_1,state_tau_est_1,state_valid_2,state_q_rad_2,state_q_deg_2,state_dq_2,state_tau_est_2,state_valid_3,state_q_rad_3,state_q_deg_3,state_dq_3,state_tau_est_3,state_valid_4,state_q_rad_4,state_q_deg_4,state_dq_4,state_tau_est_4,cmd_q_rad_0,cmd_q_deg_0,cmd_dq_0,cmd_tau_0,cmd_kp_0,cmd_kd_0,cmd_q_rad_1,cmd_q_deg_1,cmd_dq_1,cmd_tau_1,cmd_kp_1,cmd_kd_1,cmd_q_rad_2,cmd_q_deg_2,cmd_dq_2,cmd_tau_2,cmd_kp_2,cmd_kd_2,cmd_q_rad_3,cmd_q_deg_3,cmd_dq_3,cmd_tau_3,cmd_kp_3,cmd_kd_3,cmd_q_rad_4,cmd_q_deg_4,cmd_dq_4,cmd_tau_4,cmd_kp_4,cmd_kd_4
2026-07-06 23:43:29.921,1783352609.921234131,1.015260477,1,1,0.999697342,1,0.006391968,5,1,0.005879331,5,1,0,0,0,0,1,1,1,1,1,1,0.005749111,0.062327959,-0.083384827,1.576534744,1,0.999602377,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,-0.007326126,-0.021978378,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.174525261,-9.999560869,-0.007326126,0.412698746,1,0.651740074,37.341955589,-0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:30.921,1783352610.921284199,2.015310298,1,1,1.999747163,1,0.005996679,5,1,0.005689402,5,1,0,0,0,0,1,1,1,1,1,1,0.005650160,0.065876612,-0.079061822,1.576189011,1,1.999652198,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,-0.021978378,-0.026862144,1,3.266286135,187.144410202,-0.007326126,-2.782905579,1,-2.891775131,-165.686510320,0.002442360,2.564102173,1,-0.174525261,-9.999560869,-0.007326126,0.412698746,1,0.651740074,37.341955589,0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:31.921,1783352611.921103954,3.015130072,1,1,2.999566937,1,0.006231818,5,1,0.005896558,5,1,0,0,0,0,1,1,1,1,1,1,0.005797065,0.065538632,-0.079814086,1.576812343,1,2.999471972,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,-0.021978378,-0.021978378,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.174525261,-9.999560869,0.007326126,0.412698746,1,0.651356697,37.319989700,-0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:32.921,1783352612.921034336,4.015060528,1,1,3.999497393,1,0.006189747,5,1,0.005828406,5,1,0,0,0,0,1,1,1,1,1,1,0.005771923,0.065652989,-0.084874647,1.575917616,1,3.999402428,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,0.007326126,-0.021978378,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.174525261,-9.999560869,-0.007326126,0.412698746,1,0.651740074,37.341955589,0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:33.921,1783352613.920994759,5.015021096,1,1,4.999457961,1,0.005914819,5,1,0.005631206,5,1,0,0,0,0,1,1,1,1,1,1,0.005441648,0.060773907,-0.083652398,1.575308580,1,4.999362996,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,-0.021978378,-0.026862144,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.007326126,2.564102173,1,-0.174525261,-9.999560869,-0.021978378,0.412698746,1,0.651356697,37.319989700,-0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:34.920,1783352614.920908213,6.014934547,1,1,5.999371412,1,0.006052078,5,1,0.005691947,5,1,0,0,0,0,1,1,1,1,1,1,0.005733027,0.065674676,-0.080128673,1.576872435,1,5.999276447,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.098230362,5.628185159,0.007326126,-0.051281929,1,3.266286135,187.144410202,-0.002442360,-2.769229889,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.174525261,-9.999560869,-0.007326126,0.412698746,1,0.651356697,37.319989700,-0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:35.920,1783352615.920854092,7.014880199,1,1,6.999317064,1,0.006034934,5,1,0.005789542,5,1,0,0,0,0,1,1,1,1,1,1,0.005757680,0.066099882,-0.080933463,1.575950396,1,6.999222099,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097848892,5.606328554,0.021978378,-0.046398163,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.174525261,-9.999560869,-0.007326126,0.412698746,1,0.651740074,37.341955589,0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:36.920,1783352616.920792818,8.014819226,1,1,7.999256091,1,0.006554954,5,1,0.005609048,5,1,0,0,0,0,1,1,1,1,1,1,0.005676751,0.061897309,-0.082298525,1.576656398,1,7.999161126,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097848892,5.606328554,-0.036630630,-0.017093658,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.002442360,2.564102173,1,-0.174525261,-9.999560869,-0.007326126,0.412698746,1,0.651356697,37.319989700,0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:37.920,1783352617.920833588,9.014859929,1,1,8.999296794,1,0.006231944,5,1,0.005877060,5,1,0,0,0,0,1,1,1,1,1,1,0.005923479,0.013670772,-0.084018228,1.560743166,1,8.999201829,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,-0.021978378,-0.036629677,1,3.266286135,187.144410202,-0.002442360,-2.769229889,1,-2.891775131,-165.686510320,0.002442360,2.564102173,1,-0.174525261,-9.999560869,-0.021978378,0.412698746,1,0.651356697,37.319989700,-0.036628723,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:38.920,1783352618.920692921,10.014719180,1,1,9.999156045,1,0.006539798,5,1,0.005683614,5,1,0,0,0,0,1,1,1,1,1,1,0.005645939,0.021799140,-0.082371508,1.569969885,1,9.999061080,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,-0.007326126,-0.021978378,1,3.266286135,187.144410202,-0.002442360,-2.769229889,1,-2.891775131,-165.686510320,-0.007326126,2.550426483,1,-0.174525261,-9.999560869,-0.007326126,0.412698746,1,0.651356697,37.319989700,0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
2026-07-06 23:43:39.920,1783352619.920583487,11.014609736,1,1,10.999046601,1,0.005793583,5,1,0.005521564,5,1,0,0,0,0,1,1,1,1,1,1,0.005577824,0.031642444,-0.073554290,1.572527884,1,10.998951636,6,1,6,1:-0.006:-0.020|2:-1.843:0.764|3:-1.680:1.112|4:-1.685:1.809|5:-1.709:2.569|6:-0.827:2.882,0,-1.000000000,,0,0,0.000000000,0.000000000,0,-1.000000000,0,,0,-1.000000000,,0,-1.000000000,0,,1,0.097467422,5.584471948,-0.021978378,-0.002442360,1,3.266286135,187.144410202,-0.002442360,-2.782905579,1,-2.891775131,-165.686510320,-0.007326126,2.564102173,1,-0.174525261,-9.999560869,-0.007326126,0.412698746,1,0.651356697,37.319989700,0.012210846,-0.003663063,0.097467422,5.584471948,0.000000000,-0.000000000,8.000000000,2.500000000,3.292989016,188.674372576,0.000000000,-2.820857763,2.000000000,0.500000000,-2.900548935,-166.189212243,0.000000000,2.581554413,1.000000000,0.500000000,-0.178721428,-10.239983528,0.000000000,0.422427684,0.500000000,0.200000003,0.651740074,37.341955589,0.000000000,0.000099993,0.000000000,0.100000001
